seq_type	feature	class	product_accession	name	symbol	locus_tag	symbol_old	locus_tag_old	symbol_renamed	locus_tag_a	final_gene_name
chromosome	CDS	with_protein	WHS55316.1	methyl-accepting chemotaxis protein		QLH64-04920		QLH64_04920	FALSE	QLH64-04920	QLH64-04920
chromosome	CDS	with_protein	WHS55317.1	TatD family hydrolase		QLH64-04925		QLH64_04925	FALSE	QLH64-04925	QLH64-04925
chromosome	CDS	with_protein	WHS55318.1	transglycosylase SLT domain-containing protein		QLH64-04930		QLH64_04930	FALSE	QLH64-04930	QLH64-04930
chromosome	CDS	with_protein	WHS55319.1	DoxX family protein		QLH64-04935		QLH64_04935	FALSE	QLH64-04935	QLH64-04935
chromosome	CDS	with_protein	WHS55320.1	IS1182 family transposase		QLH64-04940		QLH64_04940	FALSE	QLH64-04940	QLH64-04940
chromosome	CDS	with_protein	WHS55321.1	class I SAM-dependent methyltransferase		QLH64-04945		QLH64_04945	FALSE	QLH64-04945	QLH64-04945
chromosome	CDS	with_protein	WHS55322.1	transcription elongation factor GreB	greB	QLH64-04950	greB	QLH64_04950	FALSE	QLH64-04950	greB
chromosome	CDS	with_protein	WHS55323.1	ABC transporter permease		QLH64-04955		QLH64_04955	FALSE	QLH64-04955	QLH64-04955
chromosome	CDS	with_protein	WHS55324.1	ABC transporter ATP-binding protein		QLH64-04960		QLH64_04960	FALSE	QLH64-04960	QLH64-04960
chromosome	CDS	with_protein	WHS55325.1	arylesterase		QLH64-04965		QLH64_04965	FALSE	QLH64-04965	QLH64-04965
chromosome	CDS	with_protein	WHS55326.1	hypothetical protein		QLH64-04970		QLH64_04970	FALSE	QLH64-04970	QLH64-04970
chromosome	CDS	with_protein	WHS55327.1	L,D-transpeptidase family protein		QLH64-04975		QLH64_04975	FALSE	QLH64-04975	QLH64-04975
chromosome	CDS	with_protein	WHS55328.1	outer membrane lipoprotei OprI	oprI	QLH64-04980	oprI	QLH64_04980	FALSE	QLH64-04980	oprI
chromosome	CDS	with_protein	WHS55329.1	GNAT family N-acetyltransferase		QLH64-04985		QLH64_04985	FALSE	QLH64-04985	QLH64-04985
chromosome	CDS	with_protein	WHS55330.1	3-deoxy-7-phosphoheptulonate synthase		QLH64-04990		QLH64_04990	FALSE	QLH64-04990	QLH64-04990
chromosome	CDS	with_protein	WHS55331.1	putative 2-dehydropantoate 2-reductase		QLH64-04995		QLH64_04995	FALSE	QLH64-04995	QLH64-04995
chromosome	CDS	with_protein	WHS55332.1	5'-nucleotidase		QLH64-05000		QLH64_05000	FALSE	QLH64-05000	QLH64-05000
chromosome	CDS	with_protein	WHS55333.1	universal stress protein		QLH64-05005		QLH64_05005	FALSE	QLH64-05005	QLH64-05005
chromosome	CDS	with_protein	WHS55334.1	HTH-type transcriptional regulator CysB	cysB	QLH64-05010	cysB	QLH64_05010	FALSE	QLH64-05010	cysB
chromosome	CDS	with_protein	WHS55335.1	GreA/GreB family elongation factor		QLH64-05015		QLH64_05015	FALSE	QLH64-05015	QLH64-05015
chromosome	CDS	with_protein	WHS55336.1	hypothetical protein		QLH64-05020		QLH64_05020	FALSE	QLH64-05020	QLH64-05020
chromosome	CDS	with_protein	WHS55337.1	elongation factor P maturation arginine rhamnosyltransferase EarP	earP	QLH64-05025	earP	QLH64_05025	FALSE	QLH64-05025	earP
chromosome	CDS	with_protein	WHS55338.1	elongation factor P		QLH64-05030		QLH64_05030	FALSE	QLH64-05030	QLH64-05030
chromosome	CDS	with_protein	WHS55339.1	alpha/beta hydrolase		QLH64-05035		QLH64_05035	FALSE	QLH64-05035	QLH64-05035
chromosome	CDS	with_protein	WHS55340.1	organic hydroperoxide resistance protein		QLH64-05040		QLH64_05040	FALSE	QLH64-05040	QLH64-05040
chromosome	CDS	with_protein	WHS55341.1	MarR family transcriptional regulator		QLH64-05045		QLH64_05045	FALSE	QLH64-05045	QLH64-05045
chromosome	CDS	with_protein	WHS55342.1	sulfite exporter TauE/SafE family protein		QLH64-05050		QLH64_05050	FALSE	QLH64-05050	QLH64-05050
chromosome	CDS	with_protein	WHS57134.1	LysR substrate-binding domain-containing protein		QLH64-05055		QLH64_05055	FALSE	QLH64-05055	QLH64-05055
chromosome	CDS	with_protein	WHS55343.1	DUF1127 domain-containing protein		QLH64-05060		QLH64_05060	FALSE	QLH64-05060	QLH64-05060
chromosome	CDS	with_protein	WHS55344.1	winged helix-turn-helix domain-containing protein		QLH64-05065		QLH64_05065	FALSE	QLH64-05065	QLH64-05065
chromosome	CDS	with_protein	WHS55345.1	3-deoxy-7-phosphoheptulonate synthase class II		QLH64-05070		QLH64_05070	FALSE	QLH64-05070	QLH64-05070
chromosome	CDS	with_protein	WHS55346.1	spermidine synthase		QLH64-05075		QLH64_05075	FALSE	QLH64-05075	QLH64-05075
chromosome	CDS	with_protein	WHS55347.1	DEAD/DEAH box helicase		QLH64-05080		QLH64_05080	FALSE	QLH64-05080	QLH64-05080
chromosome	CDS	with_protein	WHS55348.1	class III extradiol ring-cleavage dioxygenase		QLH64-05085		QLH64_05085	FALSE	QLH64-05085	QLH64-05085
chromosome	CDS	with_protein	WHS55349.1	thiopurine S-methyltransferase		QLH64-05090		QLH64_05090	FALSE	QLH64-05090	QLH64-05090
chromosome	CDS	with_protein	WHS55350.1	protease HtpX	htpX	QLH64-05095	htpX	QLH64_05095	FALSE	QLH64-05095	htpX
chromosome	CDS	with_protein	WHS55351.1	pyridoxal phosphate-dependent aminotransferase		QLH64-05100		QLH64_05100	FALSE	QLH64-05100	QLH64-05100
chromosome	CDS	with_protein	WHS55352.1	peptide-methionine (R)-S-oxide reductase MsrB	msrB	QLH64-05105	msrB	QLH64_05105	FALSE	QLH64-05105	msrB
chromosome	CDS	with_protein	WHS55353.1	glutathione peroxidase		QLH64-05110		QLH64_05110	FALSE	QLH64-05110	QLH64-05110
chromosome	CDS	with_protein	WHS55354.1	MarR family transcriptional regulator		QLH64-05115		QLH64_05115	FALSE	QLH64-05115	QLH64-05115
chromosome	CDS	with_protein	WHS55355.1	response regulator		QLH64-05120		QLH64_05120	FALSE	QLH64-05120	QLH64-05120
chromosome	CDS	with_protein	WHS55356.1	ATP-binding protein		QLH64-05125		QLH64_05125	FALSE	QLH64-05125	QLH64-05125
chromosome	CDS	with_protein	WHS55357.1	GAF domain-containing protein		QLH64-05130		QLH64_05130	FALSE	QLH64-05130	QLH64-05130
chromosome	CDS	with_protein	WHS55358.1	HD domain-containing phosphohydrolase		QLH64-05135		QLH64_05135	FALSE	QLH64-05135	QLH64-05135
chromosome	CDS	with_protein	WHS55359.1	transporter substrate-binding domain-containing protein		QLH64-05140		QLH64_05140	FALSE	QLH64-05140	QLH64-05140
chromosome	CDS	with_protein	WHS55360.1	response regulator transcription factor		QLH64-05145		QLH64_05145	FALSE	QLH64-05145	QLH64-05145
chromosome	CDS	with_protein	WHS55361.1	deoxyguanosinetriphosphate triphosphohydrolase		QLH64-05150		QLH64_05150	FALSE	QLH64-05150	QLH64-05150
chromosome	CDS	with_protein	WHS55362.1	hypothetical protein		QLH64-05155		QLH64_05155	FALSE	QLH64-05155	QLH64-05155
chromosome	CDS	with_protein	WHS55363.1	phage holin family protein		QLH64-05160		QLH64_05160	FALSE	QLH64-05160	QLH64-05160
chromosome	CDS	with_protein	WHS55364.1	YqjD family protein		QLH64-05165		QLH64_05165	FALSE	QLH64-05165	QLH64-05165
chromosome	CDS	with_protein	WHS55365.1	ammonium transporter		QLH64-05170		QLH64_05170	FALSE	QLH64-05170	QLH64-05170
chromosome	CDS	with_protein	WHS55366.1	monovalent cation:proton antiporter-2 (CPA2) family protein		QLH64-05175		QLH64_05175	FALSE	QLH64-05175	QLH64-05175
chromosome	CDS	with_protein	WHS55367.1	glutaredoxin family protein		QLH64-05180		QLH64_05180	FALSE	QLH64-05180	QLH64-05180
chromosome	CDS	with_protein	WHS55368.1	transcriptional regulator		QLH64-05185		QLH64_05185	FALSE	QLH64-05185	QLH64-05185
chromosome	CDS	with_protein	WHS55369.1	pseudouridine synthase		QLH64-05190		QLH64_05190	FALSE	QLH64-05190	QLH64-05190
chromosome	CDS	with_protein	WHS55370.1	IS4 family transposase		QLH64-05195		QLH64_05195	FALSE	QLH64-05195	QLH64-05195
chromosome	CDS	with_protein	WHS55371.1	IS1182 family transposase		QLH64-05200		QLH64_05200	FALSE	QLH64-05200	QLH64-05200
chromosome	CDS	with_protein	WHS55372.1	YgdI/YgdR family lipoprotein		QLH64-05205		QLH64_05205	FALSE	QLH64-05205	QLH64-05205
chromosome	CDS	with_protein	WHS55373.1	molybdenum cofactor guanylyltransferase MobA	mobA	QLH64-05210	mobA	QLH64_05210	FALSE	QLH64-05210	mobA
chromosome	CDS	with_protein	WHS55374.1	molybdenum cofactor biosynthesis protein B	moaB_1	QLH64-05215	moaB	QLH64_05215	TRUE	QLH64-05215	moaB_1
chromosome	CDS	with_protein	WHS57135.1	molybdopterin molybdotransferase MoeA		QLH64-05220		QLH64_05220	FALSE	QLH64-05220	QLH64-05220
chromosome	CDS	with_protein	WHS57136.1	hypothetical protein		QLH64-05225		QLH64_05225	FALSE	QLH64-05225	QLH64-05225
chromosome	CDS	with_protein	WHS55375.1	lipid kinase YegS	yegS	QLH64-05230	yegS	QLH64_05230	FALSE	QLH64-05230	yegS
chromosome	CDS	with_protein	WHS55376.1	response regulator transcription factor		QLH64-05235		QLH64_05235	FALSE	QLH64-05235	QLH64-05235
chromosome	CDS	with_protein	WHS57137.1	sensor histidine kinase		QLH64-05240		QLH64_05240	FALSE	QLH64-05240	QLH64-05240
chromosome	CDS	with_protein	WHS55377.1	hypothetical protein		QLH64-05245		QLH64_05245	FALSE	QLH64-05245	QLH64-05245
chromosome	CDS	with_protein	WHS55378.1	chemotaxis protein CheV		QLH64-05250		QLH64_05250	FALSE	QLH64-05250	QLH64-05250
chromosome	CDS	with_protein	WHS55379.1	MOSC domain-containing protein		QLH64-05255		QLH64_05255	FALSE	QLH64-05255	QLH64-05255
chromosome	CDS	with_protein	WHS55380.1	pyrimidine/purine nucleoside phosphorylase		QLH64-05260		QLH64_05260	FALSE	QLH64-05260	QLH64-05260
chromosome	CDS	with_protein	WHS55381.1	exonuclease domain-containing protein		QLH64-05265		QLH64_05265	FALSE	QLH64-05265	QLH64-05265
chromosome	CDS	with_protein	WHS55382.1	acetyl/propionyl/methylcrotonyl-CoA carboxylase subunit alpha		QLH64-05270		QLH64_05270	FALSE	QLH64-05270	QLH64-05270
chromosome	CDS	with_protein	WHS55383.1	citronellyl-CoA dehydrogenase	atuD	QLH64-05275	atuD	QLH64_05275	FALSE	QLH64-05275	atuD
chromosome	CDS	with_protein	WHS55384.1	geranyl-CoA carboxylase subunit beta	atuC	QLH64-05280	atuC	QLH64_05280	FALSE	QLH64-05280	atuC
chromosome	CDS	with_protein	WHS55385.1	DUF1446 domain-containing protein		QLH64-05285		QLH64_05285	FALSE	QLH64-05285	QLH64-05285
chromosome	CDS	with_protein	WHS55386.1	TetR/AcrR family transcriptional regulator		QLH64-05290		QLH64_05290	FALSE	QLH64-05290	QLH64-05290
chromosome	CDS	with_protein	WHS57138.1	transporter substrate-binding domain-containing protein		QLH64-05295		QLH64_05295	FALSE	QLH64-05295	QLH64-05295
chromosome	CDS	with_protein	WHS55387.1	GNAT family N-acetyltransferase		QLH64-05300		QLH64_05300	FALSE	QLH64-05300	QLH64-05300
chromosome	CDS	with_protein	WHS55388.1	RNA polymerase factor sigma-70		QLH64-05305		QLH64_05305	FALSE	QLH64-05305	QLH64-05305
chromosome	CDS	with_protein	WHS55389.1	non-ribosomal peptide synthetase		QLH64-05310		QLH64_05310	FALSE	QLH64-05310	QLH64-05310
chromosome	CDS	with_protein	WHS55390.1	hypothetical protein		QLH64-05315		QLH64_05315	FALSE	QLH64-05315	QLH64-05315
chromosome	CDS	with_protein	WHS55391.1	alpha/beta fold hydrolase		QLH64-05320		QLH64_05320	FALSE	QLH64-05320	QLH64-05320
chromosome	CDS	with_protein	WHS55392.1	thiol:disulfide interchange protein DsbG	dsbG	QLH64-05325	dsbG	QLH64_05325	FALSE	QLH64-05325	dsbG
chromosome	CDS	with_protein	WHS55393.1	TlpA disulfide reductase family protein		QLH64-05330		QLH64_05330	FALSE	QLH64-05330	QLH64-05330
chromosome	CDS	with_protein	WHS55394.1	protein-disulfide reductase DsbD	dsbD	QLH64-05335	dsbD	QLH64_05335	FALSE	QLH64-05335	dsbD
chromosome	CDS	with_protein	WHS55395.1	response regulator		QLH64-05340		QLH64_05340	FALSE	QLH64-05340	QLH64-05340
chromosome	CDS	with_protein	WHS55396.1	ATP-binding protein		QLH64-05345		QLH64_05345	FALSE	QLH64-05345	QLH64-05345
chromosome	CDS	with_protein	WHS55397.1	aspartate aminotransferase family protein		QLH64-05350		QLH64_05350	FALSE	QLH64-05350	QLH64-05350
chromosome	CDS	with_protein	WHS55398.1	MbtH family protein		QLH64-05355		QLH64_05355	FALSE	QLH64-05355	QLH64-05355
chromosome	CDS	with_protein	WHS55399.1	pyruvate, water dikinase regulatory protein		QLH64-05360		QLH64_05360	FALSE	QLH64-05360	QLH64-05360
chromosome	CDS	with_protein	WHS55400.1	phosphoenolpyruvate synthase	ppsA	QLH64-05365	ppsA	QLH64_05365	FALSE	QLH64-05365	ppsA
chromosome	CDS	with_protein	WHS55401.1	alpha/beta fold hydrolase		QLH64-05370		QLH64_05370	FALSE	QLH64-05370	QLH64-05370
chromosome	CDS	with_protein	WHS55402.1	ribonuclease E activity regulator RraA	rraA	QLH64-05375	rraA	QLH64_05375	FALSE	QLH64-05375	rraA
chromosome	CDS	with_protein	WHS55403.1	zinc transporter ZntB		QLH64-05380		QLH64_05380	FALSE	QLH64-05380	QLH64-05380
chromosome	CDS	with_protein	WHS55404.1	CrfX protein		QLH64-05385		QLH64_05385	FALSE	QLH64-05385	QLH64-05385
chromosome	CDS	with_protein	WHS55405.1	mechanosensitive ion channel		QLH64-05390		QLH64_05390	FALSE	QLH64-05390	QLH64-05390
chromosome	CDS	with_protein	WHS55406.1	RNA polymerase sigma factor SigX	sigX	QLH64-05395	sigX	QLH64_05395	FALSE	QLH64-05395	sigX
chromosome	CDS	with_protein	WHS55407.1	OmpA family protein		QLH64-05400		QLH64_05400	FALSE	QLH64-05400	QLH64-05400
chromosome	CDS	with_protein	WHS55408.1	IS1182 family transposase		QLH64-05405		QLH64_05405	FALSE	QLH64-05405	QLH64-05405
chromosome	CDS	with_protein	WHS55409.1	uroporphyrinogen-III C-methyltransferase	cobA_1	QLH64-05410	cobA	QLH64_05410	TRUE	QLH64-05410	cobA_1
chromosome	CDS	with_protein	WHS55410.1	molybdopterin-dependent oxidoreductase		QLH64-05415		QLH64_05415	FALSE	QLH64-05415	QLH64-05415
chromosome	CDS	with_protein	WHS55411.1	nitrite reductase small subunit NirD	nirD_1	QLH64-05420	nirD	QLH64_05420	TRUE	QLH64-05420	nirD_1
chromosome	CDS	with_protein	WHS55412.1	nitrite reductase large subunit NirB	nirB_1	QLH64-05425	nirB	QLH64_05425	TRUE	QLH64-05425	nirB_1
chromosome	CDS	with_protein	WHS55413.1	bifunctional protein-serine/threonine kinase/phosphatase		QLH64-05430		QLH64_05430	FALSE	QLH64-05430	QLH64-05430
chromosome	CDS	with_protein	WHS55414.1	nitrate/nitrite transporter		QLH64-05435		QLH64_05435	FALSE	QLH64-05435	QLH64-05435
chromosome	CDS	with_protein	WHS55415.1	ANTAR domain-containing protein		QLH64-05440		QLH64_05440	FALSE	QLH64-05440	QLH64-05440
chromosome	CDS	with_protein	WHS55416.1	CmpA/NrtA family ABC transporter substrate-binding protein		QLH64-05445		QLH64_05445	FALSE	QLH64-05445	QLH64-05445
chromosome	CDS	with_protein	WHS55417.1	quinone-dependent dihydroorotate dehydrogenase		QLH64-05450		QLH64_05450	FALSE	QLH64-05450	QLH64-05450
chromosome	CDS	with_protein	WHS55418.1	ribosome modulation factor		QLH64-05455		QLH64_05455	FALSE	QLH64-05455	QLH64-05455
chromosome	CDS	with_protein	WHS55419.1	bifunctional 23S rRNA (guanine(2069)-N(7))-methyltransferase RlmK/23S rRNA (guanine(2445)-N(2))-methyltransferase RlmL	rlmKL	QLH64-05460	rlmKL	QLH64_05460	FALSE	QLH64-05460	rlmKL
chromosome	CDS	with_protein	WHS55420.1	diguanylate cyclase		QLH64-05465		QLH64_05465	FALSE	QLH64-05465	QLH64-05465
chromosome	CDS	with_protein	WHS55421.1	D-alanyl-D-alanine carboxypeptidase/D-alanyl-D-alanine-endopeptidase	dacB	QLH64-05470	dacB	QLH64_05470	FALSE	QLH64-05470	dacB
chromosome	CDS	with_protein	WHS55422.1	YggL family protein		QLH64-05475		QLH64_05475	FALSE	QLH64-05475	QLH64-05475
chromosome	CDS	with_protein	WHS55423.1	benzoate/H(+) symporter BenE family transporter		QLH64-05480		QLH64_05480	FALSE	QLH64-05480	QLH64-05480
chromosome	CDS	with_protein	WHS55424.1	GntR family transcriptional regulator		QLH64-05485		QLH64_05485	FALSE	QLH64-05485	QLH64-05485
chromosome	CDS	with_protein	WHS55425.1	guanine deaminase	guaD	QLH64-05490	guaD	QLH64_05490	FALSE	QLH64-05490	guaD
chromosome	CDS	with_protein	WHS55426.1	xanthine dehydrogenase accessory protein XdhC	xdhC	QLH64-05495	xdhC	QLH64_05495	FALSE	QLH64-05495	xdhC
chromosome	CDS	with_protein	WHS55427.1	xanthine dehydrogenase molybdopterin binding subunit	xdhB	QLH64-05500	xdhB	QLH64_05500	FALSE	QLH64-05500	xdhB
chromosome	CDS	with_protein	WHS55428.1	xanthine dehydrogenase small subunit	xdhA	QLH64-05505	xdhA	QLH64_05505	FALSE	QLH64-05505	xdhA
chromosome	CDS	with_protein	WHS55429.1	GntR family transcriptional regulator		QLH64-05510		QLH64_05510	FALSE	QLH64-05510	QLH64-05510
chromosome	CDS	with_protein	WHS55430.1	chromosome segregation protein SMC	smc	QLH64-05515	smc	QLH64_05515	FALSE	QLH64-05515	smc
chromosome	CDS	with_protein	WHS55431.1	cell division protein ZipA	zipA	QLH64-05520	zipA	QLH64_05520	FALSE	QLH64-05520	zipA
chromosome	CDS	with_protein	WHS55432.1	NAD-dependent DNA ligase LigA	ligA	QLH64-05525	ligA	QLH64_05525	FALSE	QLH64-05525	ligA
chromosome	CDS	with_protein	WHS55433.1	putative zinc-binding metallopeptidase		QLH64-05530		QLH64_05530	FALSE	QLH64-05530	QLH64-05530
chromosome	ncRNA	SRP_RNA		signal recognition particle sRNA small type	ffs_1	QLH64-05535	ffs	QLH64_05535	TRUE	QLH64-05535	ffs_1
chromosome	CDS	with_protein	WHS55434.1	hypothetical protein		QLH64-05540		QLH64_05540	FALSE	QLH64-05540	QLH64-05540
chromosome	ncRNA	SRP_RNA		signal recognition particle sRNA small type	ffs_2	QLH64-05545	ffs	QLH64_05545	TRUE	QLH64-05545	ffs_2
chromosome	CDS	with_protein	WHS55435.1	Pr6Pr family membrane protein		QLH64-05550		QLH64_05550	FALSE	QLH64-05550	QLH64-05550
chromosome	CDS	with_protein	WHS55436.1	helix-turn-helix transcriptional regulator		QLH64-05555		QLH64_05555	FALSE	QLH64-05555	QLH64-05555
chromosome	CDS	with_protein	WHS55437.1	EAL domain-containing protein		QLH64-05560		QLH64_05560	FALSE	QLH64-05560	QLH64-05560
chromosome	CDS	with_protein	WHS55438.1	transporter substrate-binding domain-containing protein		QLH64-05565		QLH64_05565	FALSE	QLH64-05565	QLH64-05565
chromosome	CDS	with_protein	WHS55439.1	DNA polymerase III subunit gamma/tau	dnaX	QLH64-05570	dnaX	QLH64_05570	FALSE	QLH64-05570	dnaX
chromosome	CDS	with_protein	WHS55440.1	YbaB/EbfC family nucleoid-associated protein		QLH64-05575		QLH64_05575	FALSE	QLH64-05575	QLH64-05575
chromosome	CDS	with_protein	WHS55441.1	NADP-dependent oxidoreductase		QLH64-05580		QLH64_05580	FALSE	QLH64-05580	QLH64-05580
chromosome	CDS	with_protein	WHS55442.1	recombination mediator RecR	recR	QLH64-05585	recR	QLH64_05585	FALSE	QLH64-05585	recR
chromosome	CDS	with_protein	WHS55443.1	adenine phosphoribosyltransferase		QLH64-05590		QLH64_05590	FALSE	QLH64-05590	QLH64-05590
chromosome	CDS	with_protein	WHS55444.1	fumarate/nitrate reduction transcriptional regulator Fnr	fnr_1	QLH64-05595	fnr	QLH64_05595	TRUE	QLH64-05595	fnr_1
chromosome	CDS	with_protein	WHS55445.1	oxygen-independent coproporphyrinogen III oxidase	hemN_1	QLH64-05600	hemN	QLH64_05600	TRUE	QLH64-05600	hemN_1
chromosome	CDS	with_protein	WHS55446.1	sulfite exporter TauE/SafE family protein		QLH64-05605		QLH64_05605	FALSE	QLH64-05605	QLH64-05605
chromosome	CDS	with_protein	WHS55447.1	cbb3-type cytochrome oxidase assembly protein CcoS	ccoS	QLH64-05610	ccoS	QLH64_05610	FALSE	QLH64-05610	ccoS
chromosome	CDS	with_protein	WHS55448.1	heavy metal translocating P-type ATPase		QLH64-05615		QLH64_05615	FALSE	QLH64-05615	QLH64-05615
chromosome	CDS	with_protein	WHS55449.1	FixH family protein		QLH64-05620		QLH64_05620	FALSE	QLH64-05620	QLH64-05620
chromosome	CDS	with_protein	WHS55450.1	cytochrome c oxidase accessory protein CcoG	ccoG_1	QLH64-05625	ccoG	QLH64_05625	TRUE	QLH64-05625	ccoG_1
chromosome	CDS	without_protein		PIN domain-containing protein		QLH64-05630		QLH64_05630	FALSE	QLH64-05630	QLH64-05630
chromosome	CDS	with_protein	WHS55451.1	cytochrome-c oxidase, cbb3-type subunit III	ccoP_1	QLH64-05635	ccoP	QLH64_05635	TRUE	QLH64-05635	ccoP_1
chromosome	CDS	with_protein	WHS55452.1	CcoQ/FixQ family Cbb3-type cytochrome c oxidase assembly chaperone		QLH64-05640		QLH64_05640	FALSE	QLH64-05640	QLH64-05640
chromosome	CDS	with_protein	WHS55453.1	cytochrome-c oxidase, cbb3-type subunit II	ccoO_1	QLH64-05645	ccoO	QLH64_05645	TRUE	QLH64-05645	ccoO_1
chromosome	CDS	with_protein	WHS55454.1	cytochrome-c oxidase, cbb3-type subunit I	ccoN_1	QLH64-05650	ccoN	QLH64_05650	TRUE	QLH64-05650	ccoN_1
chromosome	CDS	with_protein	WHS55455.1	cytochrome-c oxidase, cbb3-type subunit III	ccoP_2	QLH64-05655	ccoP	QLH64_05655	TRUE	QLH64-05655	ccoP_2
chromosome	CDS	with_protein	WHS55456.1	cbb3-type cytochrome c oxidase subunit 3		QLH64-05660		QLH64_05660	FALSE	QLH64-05660	QLH64-05660
chromosome	CDS	with_protein	WHS55457.1	cytochrome-c oxidase, cbb3-type subunit II	ccoO_2	QLH64-05665	ccoO	QLH64_05665	TRUE	QLH64-05665	ccoO_2
chromosome	CDS	with_protein	WHS55458.1	cytochrome-c oxidase, cbb3-type subunit I	ccoN_2	QLH64-05670	ccoN	QLH64_05670	TRUE	QLH64-05670	ccoN_2
chromosome	CDS	with_protein	WHS55459.1	alpha/beta hydrolase		QLH64-05675		QLH64_05675	FALSE	QLH64-05675	QLH64-05675
chromosome	CDS	with_protein	WHS55460.1	hypothetical protein		QLH64-05680		QLH64_05680	FALSE	QLH64-05680	QLH64-05680
chromosome	CDS	with_protein	WHS55461.1	hypothetical protein		QLH64-05685		QLH64_05685	FALSE	QLH64-05685	QLH64-05685
chromosome	CDS	with_protein	WHS55462.1	methyl-accepting chemotaxis protein		QLH64-05690		QLH64_05690	FALSE	QLH64-05690	QLH64-05690
chromosome	CDS	with_protein	WHS55463.1	CPBP family intramembrane metalloprotease		QLH64-05695		QLH64_05695	FALSE	QLH64-05695	QLH64-05695
chromosome	CDS	with_protein	WHS55464.1	aconitate hydratase AcnA	acnA	QLH64-05700	acnA	QLH64_05700	FALSE	QLH64-05700	acnA
chromosome	CDS	with_protein	WHS55465.1	23S rRNA (cytidine(2498)-2'-O)-methyltransferase RlmM	rlmM	QLH64-05705	rlmM	QLH64_05705	FALSE	QLH64-05705	rlmM
chromosome	CDS	with_protein	WHS55466.1	sulfurtransferase TusA	tusA	QLH64-05710	tusA	QLH64_05710	FALSE	QLH64-05710	tusA
chromosome	CDS	with_protein	WHS55467.1	MATE family efflux transporter		QLH64-05715		QLH64_05715	FALSE	QLH64-05715	QLH64-05715
chromosome	CDS	with_protein	WHS55468.1	4-phosphoerythronate dehydrogenase PdxB	pdxB	QLH64-05720	pdxB	QLH64_05720	FALSE	QLH64-05720	pdxB
chromosome	CDS	with_protein	WHS55469.1	hypothetical protein		QLH64-05725		QLH64_05725	FALSE	QLH64-05725	QLH64-05725
